trans_id,lang,translation
稙田小学校前,ja-Hrkt,わさだしょうがっこうまえ
稙田小学校前,en,Wasada Shogakko Mae
稙田小学校前,ko,와사다쇼갓코마에
稙田小学校前,zh-cn,稙田小学校前
稙田小学校前,zh-tw,稙田小學校前
西新地二丁目,ja,西新地二丁目
西新地二丁目,ja-Hrkt,にししんちにちょうめ
西新地二丁目,en,Nishi Shinchi 2 Chome
西新地二丁目,ko,니시신치니초메
西新地二丁目,zh-cn,西新地二丁目
西新地二丁目,zh-tw,西新地二丁目
中津留,ja,中津留
中津留,ja-Hrkt,なかつる
けやき台２丁目,ja,けやき台２丁目
けやき台２丁目,ja-Hrkt,けやきだいにちょうめ
パークプレイス入口,ja,パークプレイス入口
パークプレイス入口,ja-Hrkt,ぱーくぷれいすいりぐち
ゆめが丘,en,Yumegaoka
ゆめが丘,ko,유메가오카
ゆめが丘,zh-cn,梦丘
ゆめが丘,zh-tw,夢丘
大原,ja,大原
富士見が丘南,ja,富士見が丘南
富士見が丘南,ja-Hrkt,ふじみがおかみなみ
舞鶴町,ja,舞鶴町
舞鶴町,ja-Hrkt,まいづるまち
舞鶴町,en,Maizurumachi
舞鶴町,ko,마이즈루마치
舞鶴町,zh-cn,舞鹤町
舞鶴町,zh-tw,舞鶴町
大分南高校,ja,大分南高校
大分南高校,ja-Hrkt,おおいたみなみこうこう
大分南高校,en,Oita Minami Koko
大分南高校,ko,오이타미나미코코
大分南高校,zh-cn,大分南高校
大分南高校,zh-tw,大分南高校
大分自動車学校入口,ja,大分自動車学校入口
大分自動車学校入口,ja-Hrkt,おおいたじどうしゃがっこういりぐち
大分自動車学校入口,en,Oita Jidosha Gakko Iriguchi
大分自動車学校入口,ko,오이타지도샤갓코이리구치
大分自動車学校入口,zh-cn,大分自动车学校入口
大分自動車学校入口,zh-tw,大分自動車學校入口
中尾,ja,中尾
中尾,ja-Hrkt,なかお
塩屋橋,ja,塩屋橋
塩屋橋,ja-Hrkt,しおやばし
塩屋橋,en,Shioyabashi
塩屋橋,ko,시오야바시
塩屋橋,zh-cn,鹽屋橋
塩屋橋,zh-tw,盐屋桥
浜東,ja,浜東
浜東,ja-Hrkt,はまひがし
浜東,en,Hama Higashi
浜東,ko,하마히가시
浜東,zh-cn,滨东
浜東,zh-tw,濱東
野津黒土,ja,野津黒土
野津黒土,ja-Hrkt,のつくろつち
東小入口,ja,東小入口
東小入口,ja-Hrkt,ひがししょういりぐち
東小入口,en,Higashisho Iriguchi
東小入口,ko,히가시쇼이리구치
東小入口,zh-cn,东小入口
東小入口,zh-tw,東小入口
潮月寺下,ja,潮月寺下
潮月寺下,ja-Hrkt,ちょうげつじした
潮月寺下,en,Chogetsuji Shita
潮月寺下,ko,조게쓰지시타
潮月寺下,zh-cn,潮月寺下
潮月寺下,zh-tw,潮月寺下
バイパス片島,ja,バイパス片島
バイパス片島,ja-Hrkt,ばいぱすかたしま
バイパス片島,en,Bypass Katashima
バイパス片島,ko,바이패스카타시마
バイパス片島,zh-cn,迂回路片岛
バイパス片島,zh-tw,外環道片島
星和台,ja,星和台
星和台,ja-Hrkt,せいわだい
星和台,en,Seiwadai
星和台,ko,세이와다이
星和台,zh-cn,星和台
星和台,zh-tw,星和台
北公園前,ja,北公園前
北公園前,ja-Hrkt,きたこうえんまえ
桑原上,ja,桑原上
桑原上,ja-Hrkt,くわばるかみ
桑原上,en,Kuwabaru Kami
桑原上,ko,구와바루카미
桑原上,zh-cn,桑原上
桑原上,zh-tw,桑原上
下河原,ja,下河原
下河原,ja-Hrkt,しもがわら
下河原,en,Shimo Gawara
下河原,ko,시모가와라
下河原,zh-cn,下河原
下河原,zh-tw,下河原
久保,ja,久保
久保,ja-Hrkt,くぼ
久保,en,Kubo
久保,ko,구보
久保,zh-cn,久保
久保,zh-tw,久保
鍋田,ja,鍋田
鍋田,ja-Hrkt,なべた
鍋田,en,Nabeta
鍋田,ko,나베타
鍋田,zh-cn,锅田
鍋田,zh-tw,鍋田
石川野,ja,石川野
石川野,ja-Hrkt,いしかわの
石川野,en,Ishikawano
石川野,ko,이시카와노
石川野,zh-cn,石川野
石川野,zh-tw,石川野
高城西,ja,高城西
高城西,ja-Hrkt,たかじょうにし
重岡駅,ja,重岡駅
宮の下,ja,宮の下
宮の下,ja-Hrkt,みやのした
宮の下,en,Miyanoshita [Yonozu]
宮の下,ko,미야노시타 [요노즈]
宮の下,zh-cn,宫之下［米水津］
宮の下,zh-tw,宮之下［米水津］
鶴岡小学校前,ja,鶴岡小学校前
鶴岡小学校前,ja-Hrkt,つるおかしょうがっこうまえ
ロングヒル入口,ja,ロングヒル入口
ロングヒル入口,ja-Hrkt,ろんぐひるいりぐち
ロングヒル入口,en,Long Hill Iriguchi
高江北２丁目,ja,高江北２丁目
高江北２丁目,ja-Hrkt,たかえきたにちょうめ
新貝西,ja,新貝西
新貝西,ja-Hrkt,しんがいにし
新貝西,en,Shingai Nishi
新貝西,ko,신가이니시
新貝西,zh-cn,新贝西
新貝西,zh-tw,新貝西
紅陽台,ja,紅陽台
紅陽台,ja-Hrkt,こうようだい
紅陽台,en,Koyodai [Oitashi]
紅陽台,ko,고요다이 [오이타시]
紅陽台,zh-cn,红阳台［大分市］
紅陽台,zh-tw,紅陽台［大分市］
宮河内団地二丁目,ja,宮河内団地二丁目
宮河内団地二丁目,ja-Hrkt,みやかわちだんちにちょうめ
宮河内団地二丁目,en,Miyakawachi Danchi 2 Chome
宮河内団地二丁目,ko,미야카와치단치니초메
宮河内団地二丁目,zh-cn,宫河内团地二丁目
宮河内団地二丁目,zh-tw,宮河內團地二丁目
菰田,ja,菰田
菰田,ja-Hrkt,こもだ
鶴崎支所前,ja,鶴崎支所前
鶴崎支所前,ja-Hrkt,つるさきししょまえ
鶴崎支所前,en,Tsurusaki Shisho Mae
鶴崎支所前,ko,쓰루사키시쇼마에
鶴崎支所前,zh-cn,鹤崎支所前
鶴崎支所前,zh-tw,鶴崎支所前
鶴崎駅前,ja,鶴崎駅前
鶴崎駅前,ja-Hrkt,つるさきえきまえ
鶴崎駅前,en,Tsurusaki Eki Mae
鶴崎駅前,ko,쓰루사키에키마에
鶴崎駅前,zh-cn,鹤崎站前
鶴崎駅前,zh-tw,鶴崎站前
鷹松神社前,ja,鷹松神社前
鷹松神社前,ja-Hrkt,たかまつじんじゃまえ
鷹松神社前,en,Takamatsu Jinja Mae
鷹松神社前,ko,다카마쓰진자마에
鷹松神社前,zh-cn,鹰松神社前
鷹松神社前,zh-tw,鷹松神社前
一本橋,ja,一本橋
一本橋,ja-Hrkt,いっぽんばし
川原,ja,川原
川原,ja-Hrkt,かわばる
競技場前,ja,競技場前
競技場前,ja-Hrkt,きょうぎじょうまえ
日本製鉄正門前,ja,日本製鉄正門前
日本製鉄正門前,ja-Hrkt,にっぽんせいてつせいもんまえ
日本製鉄正門前,en,Nippon Seitetsu Seimon mae
日本製鉄正門前,ko,닛폰세이테쓰세이몬마에
日本製鉄正門前,zh-cn,日本制铁正门前
日本製鉄正門前,zh-tw,日本製鐵正門前
常行北,ja,常行北
常行北,ja-Hrkt,つねゆききた
萌葱台入口,ja,萌葱台入口
萌葱台入口,ja-Hrkt,もえぎだいいりぐち
萌葱台入口,en,Moegidai Iriguchi
萌葱台入口,ko,모에기다이이리구치
萌葱台入口,zh-cn,萌葱台入口
萌葱台入口,zh-tw,萌蔥台入口
藤の台,ja,藤の台
藤の台,ja-Hrkt,ふじのだい
藤の台,en,Fujinodai
藤の台,ko,후지노다이
藤の台,zh-cn,藤之台
藤の台,zh-tw,藤之台
前田,ja,前田
前田,ja-Hrkt,まえだ
明磧,ja,明磧
明磧,ja-Hrkt,あけがわら
大分バス団地入口,ja,大分バス団地入口
大分バス団地入口,ja-Hrkt,おおいたばすだんちいりぐち
田尻,ja,田尻
田尻,ja-Hrkt,たじり
横瀬,ja,横瀬
横瀬,ja-Hrkt,よこせ
春日通り,ja,春日通り
春日通り,ja-Hrkt,かすがどおり
春日通り,en,Kasuga Dori
春日通り,ko,가스가도리
春日通り,zh-cn,春日通
春日通り,zh-tw,春日通
別保小学校入口,ja,別保小学校入口
別保小学校入口,ja-Hrkt,べっぽしょうがっこういりぐち
祇園,ja,祇園
祇園,ja-Hrkt,ぎおん
大空団地,ja,大空団地
大空団地,ja-Hrkt,おおぞらだんち
大空団地,en,Ozora Danchi [Misa Sen]
大空団地,ko,오조라단치 [미사선]
大空団地,zh-cn,大空团地［三佐线］
大空団地,zh-tw,大空團地［三佐線］
馬場,ja,馬場
馬場,ja-Hrkt,ばば
馬場,en,Baba [Oita]
馬場,ko,바바 [오이타]
馬場,zh-cn,马场［大分］
馬場,zh-tw,馬場［大分］
大手前,ja,大手前
大手前,ja-Hrkt,おおてまえ
判田橋,ja,判田橋
判田橋,ja-Hrkt,はんだばし
大分市役所合同新聞社前,ja,大分市役所合同新聞社前
大分市役所合同新聞社前,ja-Hrkt,おおいたしやくしょごうどうしんぶんしゃまえ
坂山,ja,坂山
坂山,ja-Hrkt,さかやま
商業高校前,ja,商業高校前
商業高校前,ja-Hrkt,しょうぎょうこうこうまえ
大分放送前,ja,大分放送前
大分放送前,ja-Hrkt,おおいたほうそうまえ
大分放送前,en,Oita Hoso Mae
大分放送前,ko,오이타호소마에
大分放送前,zh-cn,大分放送前
大分放送前,zh-tw,大分放送前
城南東町,ja,城南東町
城南東町,ja-Hrkt,じょうなんひがしまち
城南東町,en,Jonan Higashimachi
城南東町,ko,조난히가시마치
城南東町,zh-cn,城南东町
城南東町,zh-tw,城南東町
高江中央２丁目,ja,高江中央２丁目
高江中央２丁目,ja-Hrkt,たかえちゅうおうにちょうめ
森町,ja,森町
森町,ja-Hrkt,もりまち
米良入口,ja,米良入口
米良入口,ja-Hrkt,めらいりぐち
米良入口,en,Mera Iriguchi
米良入口,ko,메라이리구치
米良入口,zh-cn,米良入口
米良入口,zh-tw,米良入口
吐合橋,ja,吐合橋
吐合橋,ja-Hrkt,はきあいばし
坂の浦一ノ口,ja,坂の浦一ノ口
坂の浦一ノ口,ja-Hrkt,さかのうらいちのくち
坂の浦一ノ口,en,Sakanoura Ichinokuchi
坂の浦一ノ口,ko,사카노우라이치노쿠치
坂の浦一ノ口,zh-cn,坂之浦一之口
坂の浦一ノ口,zh-tw,坂之浦一之口
原,ja,原
原,ja-Hrkt,はる
原,en,Haru [Oita]
原,ko,하루 [오이타]
原,zh-cn,原［大分］
原,zh-tw,原［大分］
板屋町,en,Itayamachi
板屋町,ko,이타야마치
板屋町,zh-cn,板屋町
板屋町,zh-tw,板屋町
椛ヶ原,ja,椛ヶ原
椛ヶ原,ja-Hrkt,かばがはる
椛ヶ原,en,Kabagaharu
椛ヶ原,ko,가바가하루
椛ヶ原,zh-cn,椛原
椛ヶ原,zh-tw,椛原
長谷町,ja,長谷町
長谷町,ja-Hrkt,ながたにまち
長谷町,en,Nagatanimachi [Mera Sen]
長谷町,ko,나가타니마치 [메라선]
長谷町,zh-cn,长谷町［米良线］
長谷町,zh-tw,長谷町［米良線］
県立病院西口,ja,県立病院西口
県立病院西口,ja-Hrkt,けんりつびょういんにしぐち
大野,ja,大野
大野,ja-Hrkt,おおの
下郡東,ja,下郡東
下郡東,ja-Hrkt,しもごおりひがし
下郡東,en,Shimogori Higashi
下郡東,ko,시모고리히가시
下郡東,zh-cn,下郡东
下郡東,zh-tw,下郡東
広小路,ja,広小路
広小路,ja-Hrkt,ひろこうじ
広小路,en,Hirokoji
広小路,ko,히로코지
広小路,zh-cn,廣小路
広小路,zh-tw,广小路
戸次,en,Hetsugi
戸次,ko,헤쓰기
戸次,zh-cn,户次
戸次,zh-tw,戶次
寺崎町二丁目,ja,寺崎町二丁目
寺崎町二丁目,ja-Hrkt,てらさきまちにちょうめ
寺崎町二丁目,en,Terasakimachi 2 Chome
寺崎町二丁目,ko,데라사키마치니초메
寺崎町二丁目,zh-cn,寺崎町二丁目
寺崎町二丁目,zh-tw,寺崎町二丁目
寒田北町一丁目,ja,寒田北町一丁目
寒田北町一丁目,ja-Hrkt,そうだきたまちいっちょうめ
細,ja,細
細,ja-Hrkt,ほそ
光吉台入口,ja,光吉台入口
光吉台入口,ja-Hrkt,みつよしだいいりぐち
大在駅前,ja,大在駅前
大在駅前,ja-Hrkt,おおざいえきまえ
大在駅前,en,Ozai Eki Mae
大在駅前,ko,오자이에키마에
大在駅前,zh-cn,大在站前
大在駅前,zh-tw,大在站前
明野高尾一丁目,ja,明野高尾一丁目
明野高尾一丁目,ja-Hrkt,あけのたかおいっちょうめ
明野高尾一丁目,en,Akeno Takao 1 Chome
明野高尾一丁目,ko,아케노타카오잇초메
明野高尾一丁目,zh-cn,明野高尾一丁目
明野高尾一丁目,zh-tw,明野高尾一丁目
日岡,ja,日岡
日岡,ja-Hrkt,ひおか
日岡,en,Hioka
日岡,ko,히오카
日岡,zh-cn,日冈
日岡,zh-tw,日岡
小池原,ja,小池原
小池原,ja-Hrkt,こいけばる
小池原,en,Koikebaru
小池原,ko,고이케바루
小池原,zh-cn,小池原
小池原,zh-tw,小池原
大南団地西,ja,大南団地西
大南団地西,ja-Hrkt,だいなんだんちにし
浄安寺前,ja,浄安寺前
浄安寺前,ja-Hrkt,じょうあんじまえ
浄安寺前,en,Joanji Mae
浄安寺前,ko,조안지마에
浄安寺前,zh-cn,净安寺前
浄安寺前,zh-tw,淨安寺前
明野南町,ja,明野南町
明野南町,ja-Hrkt,あけのみなみまち
藤の台入口,ja,藤の台入口
藤の台入口,ja-Hrkt,ふじのだいいりぐち
藤の台入口,en,Fujinodai Iriguchi
藤の台入口,ko,후지노다이이리구치
藤の台入口,zh-cn,藤之台入口
藤の台入口,zh-tw,藤之台入口
寒田南町四丁目,ja,寒田南町四丁目
寒田南町四丁目,ja-Hrkt,そうだみなみまちよんちょうめ
王の瀬,ja,王の瀬
王の瀬,ja-Hrkt,おおのせ
王の瀬,en,Onose
王の瀬,ko,오노세
王の瀬,zh-cn,王之濑
王の瀬,zh-tw,王之瀨
千才下,ja,千才下
千才下,ja-Hrkt,せんざいした
千才下,en,Senzai Shita
千才下,ko,센자이시타
千才下,zh-cn,千才下
千才下,zh-tw,千才下
深田,ja,深田
深田,ja-Hrkt,ふかた
文化体育センター前,en,Bunka Taiiku Center Mae
文化体育センター前,ko,분카타이이쿠센터마에
文化体育センター前,zh-cn,文化体育中心前
文化体育センター前,zh-tw,文化體育中心前
よしの診療所入口,ja,よしの診療所入口
よしの診療所入口,ja-Hrkt,よしのしんりょうしょいりぐち
古江,ja,古江
古江,ja-Hrkt,ふるえ
だいかく病院前,ja,だいかく病院前
だいかく病院前,ja-Hrkt,だいかくびょういんまえ
畑木,ja,畑木
畑木,ja-Hrkt,はたぎ
大分工業高校,ja,大分工業高校
大分工業高校,ja-Hrkt,おおいたこうぎょうこうこう
大分工業高校,en,Oita Kogyo Koko
大分工業高校,ko,오이타코교코코
大分工業高校,zh-cn,大分工业高校
大分工業高校,zh-tw,大分工業高校
三佐郵便局前,en,Misa Yubinkyoku Mae
三佐郵便局前,ko,미사유빈쿄쿠마에
三佐郵便局前,zh-cn,三佐邮局前
三佐郵便局前,zh-tw,三佐郵局前
緑が丘大通り,ja,緑が丘大通り
緑が丘大通り,ja-Hrkt,みどりがおかおおどおり
平野,ja,平野
平野,ja-Hrkt,ひらの
けやき台４丁目,ja,けやき台４丁目
けやき台４丁目,ja-Hrkt,けやきだいよんちょうめ
けやき台４丁目,en,Keyakidai 4 Chome
けやき台４丁目,ko,게야키다이욘초메
けやき台４丁目,zh-cn,榉台４丁目
けやき台４丁目,zh-tw,櫸台４丁目
大浜入口,ja,大浜入口
大浜入口,ja-Hrkt,おおはまいりぐち
光吉公民館入口,ja,光吉公民館入口
光吉公民館入口,ja-Hrkt,みつよしこうみんかんいりぐち
光吉公民館入口,en,Mitsuyoshi Kominkan Iriguchi
光吉公民館入口,ko,미쓰요시코민칸이리구치
光吉公民館入口,zh-cn,光吉公民馆入口
光吉公民館入口,zh-tw,光吉公民館入口
花津留,ja,花津留
花津留,ja-Hrkt,はなづる
花津留,en,Hanazuru
花津留,ko,하나즈루
花津留,zh-cn,花津留
花津留,zh-tw,花津留
宇目振興局前,ja,宇目振興局前
富士見が丘西,ja,富士見が丘西
富士見が丘西,ja-Hrkt,ふじみがおかにし
富士見が丘西,en,Fujimigaoka Nishi
富士見が丘西,ko,후지미가오카니시
富士見が丘西,zh-cn,富士见丘西
富士見が丘西,zh-tw,富士見丘西
賀来入口,ja,賀来入口
賀来入口,ja-Hrkt,かくいりぐち
賀来入口,en,Kaku Iriguchi
賀来入口,ko,가쿠이리구치
賀来入口,zh-cn,贺来入口
賀来入口,zh-tw,賀來入口
寺司,ja,寺司
寺司,ja-Hrkt,てらじ
寺司,en,Teraji
寺司,ko,데라지
寺司,zh-cn,寺司
寺司,zh-tw,寺司
敷戸中央,ja,敷戸中央
敷戸中央,ja-Hrkt,しきどちゅうおう
高江中央２丁目,en,Takae Chuo 2 Chome
高江中央２丁目,ko,다카에추오니초메
高江中央２丁目,zh-cn,高江中央２丁目
高江中央２丁目,zh-tw,高江中央２丁目
高尾水分神社前,ja,高尾水分神社前
高尾水分神社前,ja-Hrkt,たかおみくまりじんじゃまえ
高尾水分神社前,en,Takao Mikumari Jinja Mae
高尾水分神社前,ko,다카오미쿠마리진자마에
高尾水分神社前,zh-cn,高尾水分神社前
高尾水分神社前,zh-tw,高尾水分神社前
敷戸西,ja,敷戸西
敷戸西,ja-Hrkt,しきどにし
天神橋,ja,天神橋
天神橋,ja-Hrkt,てんじんばし
天神橋,en,Tenjimbashi [Hasama]
天神橋,ko,덴진바시 [하사마]
天神橋,zh-cn,天神桥［挟间］
天神橋,zh-tw,天神橋［挾間］
東元町,ja,東元町
東元町,ja-Hrkt,ひがしもとまち
滝尾橋東,ja,滝尾橋東
滝尾橋東,ja-Hrkt,たきおばしひがし
けやき台入口,ja,けやき台入口
けやき台入口,ja-Hrkt,けやきだいいりぐち
けやき台入口,en,Keyakidai Iriguchi
けやき台入口,ko,게야키다이이리구치
けやき台入口,zh-cn,榉台入口
けやき台入口,zh-tw,櫸台入口
ふじが丘東,ja,ふじが丘東
ふじが丘東,ja-Hrkt,ふじがおかひがし
羽田,ja,羽田
羽田,ja-Hrkt,はだ
緑豊中学校前,ja,緑豊中学校前
緑豊中学校前,ja-Hrkt,りょくほうちゅうがっこうまえ
緑豊中学校前,en,Ryokuho Chugakko mae
緑豊中学校前,ko,료쿠호추갓코마에
緑豊中学校前,zh-cn,绿丰中学校前
緑豊中学校前,zh-tw,綠豐中學校前
北下郡,ja,北下郡
北下郡,ja-Hrkt,きたしもごうり
滝尾小学校入口,ja,滝尾小学校入口
滝尾小学校入口,ja-Hrkt,たきおしょうがっこういりぐち
上宗方,ja,上宗方
上宗方,ja-Hrkt,かみむなかた
上宗方,en,Kami Munakata
上宗方,ko,가미무나카타
上宗方,zh-cn,上宗方
上宗方,zh-tw,上宗方
百堂,ja,百堂
百堂,ja-Hrkt,ひゃくどう
百堂,en,Hyakudo
百堂,ko,햐쿠도
百堂,zh-cn,百堂
百堂,zh-tw,百堂
ドライブイン前,ja,ドライブイン前
大内浦,ja,大内浦
大内浦,ja-Hrkt,おおちうら
大内浦,en,Ochiura
大内浦,ko,오치우라
大内浦,zh-cn,大内浦
大内浦,zh-tw,大內浦
楢の木,ja,楢の木
高城東,ja,高城東
高城東,ja-Hrkt,たかじょうひがし
高城東,en,Takajo Higashi
高城東,ko,다카조히가시
高城東,zh-cn,高城东
高城東,zh-tw,高城東
松原,ja,松原
松原,ja-Hrkt,まつばら
深田,en,Fukata [Usuki]
深田,ko,후카타 [우스키]
深田,zh-cn,深田［臼杵］
深田,zh-tw,深田［臼杵］
別保橋,ja,別保橋
別保橋,ja-Hrkt,べっぽばし
田中南,en,Tanaka Minami
田中南,ko,다나카미나미
田中南,zh-cn,田中南
田中南,zh-tw,田中南
