route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
8009073,431_平日(共通),4ef7cc0d-ae9d-439b-abae-00776e4690c2,,,,,8009073,0,0
8025113,431_土曜(共通),402d36b3-6d58-4428-90f7-018d90453cc1,,,,,8025113,0,0
7007021,428_土曜(共通),2067d894-aba4-4be8-af08-03737fbc04ed,,,,,7007021,0,0
7007022,428_平日(共通),970715de-3c5d-432c-a4cf-04377dff1a4e,,,,,7007022,0,0
8009074,431_平日(共通),e8aeb264-c117-4b72-a82b-076ecca0e756,,,,,8009074,0,0
8025114,431_土曜(共通),0fbda51b-7193-4cbf-bf15-087fb99c6a6f,,,,,8025114,0,0
8009073,431_土曜(共通),89d06846-eb50-425b-a740-08844e37c67c,,,,,8009073,0,0
8023033,431_平日(共通),7bef8bed-41be-40a6-b169-09199e1bb0d1,,,,,8023033,0,0
7016012,428_平日(共通),3e73693a-72de-4451-ab0e-0a26705034f8,,,,,7016012,0,0
8025033,431_平日(共通),4d7b29dd-75bc-462c-8b84-0a4a7f05d12f,,,,,8025033,0,0
7020111,428_日祝(共通),f78ac2ad-2de3-4ee7-81a9-0ac80fda5ad2,,,,,7020111,0,0
8009082,431_日祝(共通),d1c35035-9bd4-4127-a216-0b86386079b4,,,,,8009082,0,0
7034014,428_平日(共通),3a2e5e84-523d-4907-a897-0bf65bfbb1af,,,,,7034014,0,0
8025051,431_日祝(共通),3b5bfef3-1a0a-43b1-be55-0c132715511d,,,,,8025051,0,0
7007022,428_日祝(共通),a64b2db3-2228-4d84-b53d-10dfe5ab0a01,,,,,7007022,0,0
7014014,428_平日(共通),fb85e7ce-95ae-40e4-a1e9-142bca77c21d,,,,,7014014,0,0
8025113,431_平日(共通),7a0e4c0e-c239-4ebc-8a79-162575db0478,,,,,8025113,0,0
7007011,428_日祝(共通),051cb29c-57ae-4a5f-ade1-17b3ad2c9ffe,,,,,7007011,0,0
7006031,428_土曜(共通),90f7504d-4e1b-4b06-9efb-189447cb2394,,,,,7006031,0,0
7020132,428_日祝(共通),b7cf2b06-b421-4581-a90c-1bae841f267a,,,,,7020132,0,0
8025052,431_日祝(共通),4d510109-cf14-43fc-820a-1d17210cb2ce,,,,,8025052,0,0
8025051,431_平日(共通),b483611e-b2fe-4842-b935-1e9625970f09,,,,,8025051,0,0
7002021,428_平日(共通),02bb7a45-6502-4966-bdc1-1f00f8254313,,,,,7002021,0,0
7007042,428_平日(共通),540cdb84-03bc-42f3-adb7-1f0f7e7f651e,,,,,7007042,0,0
8025113,431_平日(共通),df579446-0f8b-4493-b6f2-215df678fb0f,,,,,8025113,0,0
7006031,428_平日(共通),49139f36-1bfb-4e9b-a309-24085f8b8f79,,,,,7006031,0,0
8009044,431_土曜(共通),92087ab8-363b-46ab-bd8d-24d7cb637c87,,,,,8009044,0,0
7013011,428_平日(共通),b50eff8c-2d41-4a1a-8aea-26599152e926,,,,,7013011,0,0
8025034,431_平日(共通),8fa035c2-8534-4b13-9961-274d8fbc5899,,,,,8025034,0,0
7006031,428_平日(共通),b5bd09ab-38e3-4acb-8ff3-28951d7249df,,,,,7006031,0,0
7006031,428_土曜(共通),ad367a6b-6156-468a-9966-291af4666672,,,,,7006031,0,0
7020132,428_日祝(共通),2d93db69-5e7a-41ab-afe2-29368f746439,,,,,7020132,0,0
7006031,428_土曜(共通),2432c83f-7e6c-4e9f-970d-2fc8943bf3f0,,,,,7006031,0,0
7007011,428_平日(共通),6a756350-404b-4c1e-9e5b-308bdb60c198,,,,,7007011,0,0
7016012,428_平日(共通),2baa1c9d-c493-4521-a180-33e5bfa6fd93,,,,,7016012,0,0
7002014,428_平日(共通),b5458d3e-8074-487d-8f41-35a815bb18f5,,,,,7002014,0,0
7006031,428_平日(共通),ed5b7b8f-6f5a-4c64-b2a1-3670886eeee3,,,,,7006031,0,0
8025114,431_日祝(共通),a0dc23b4-5d42-404a-8e5b-3d096fb3f773,,,,,8025114,0,0
7043023,428_平日(共通),46dc16c5-b8dd-48e0-8da6-3eff27d919af,,,,,7043023,0,0
7020151,428_平日(共通),b1429a72-26ad-49cb-b4af-3f76554126d5,,,,,7020151,0,0
8023034,431_平日(共通),6f483699-8124-44a3-84ae-425f5090f757,,,,,8023034,0,0
7006031,428_日祝(共通),41a2021a-f5dc-48e2-a3c5-4443754f95aa,,,,,7006031,0,0
8009073,431_日祝(共通),ede7590d-8511-4c1a-bc4c-4484717b7875,,,,,8009073,0,0
7006042,428_平日(共通),a837f55e-04e3-4b6f-a5a9-45ed8fae4e3d,,,,,7006042,0,0
8009043,431_平日(共通),32010aec-b1d9-4ad2-9ad9-4921c999ffe8,,,,,8009043,0,0
7007021,428_日祝(共通),3c508a8e-5ac8-4344-b1ea-4995beeeafcd,,,,,7007021,0,0
7007021,428_平日(共通),12b3339e-4289-423d-857f-4a8a883d9dd0,,,,,7007021,0,0
7020204,428_平日(共通),d7b8c106-2646-4735-bbdb-4bfca180417d,,,,,7020204,0,0
8009073,431_土曜(共通),04fc8d9f-3010-4845-a687-4c681a14f4d1,,,,,8009073,0,0
8025033,431_土曜(共通),4689e9af-3855-43ca-826d-516068be2b21,,,,,8025033,0,0
8025052,431_平日(共通),093e89d4-4ea4-446a-9063-521068bc04b3,,,,,8025052,0,0
7007022,428_平日(共通),6ba45bc7-ee5a-4513-bdb3-53c435f409b4,,,,,7007022,0,0
8009043,431_日祝(共通),885407f6-877f-4977-adeb-551e2aadc7f5,,,,,8009043,0,0
8025051,431_土曜(共通),9e83f2cf-396c-481b-8cb8-55ea87df0026,,,,,8025051,0,0
7006032,428_平日(共通),033f6a1b-0563-4c6f-8b8e-56f5601d6a9e,,,,,7006032,0,0
8025052,431_土曜(共通),a62a2dfe-3ee6-473d-ac76-57ab6c7fb300,,,,,8025052,0,0
7007062,428_平日(共通),1728a25f-0ad5-4d8f-b78c-582d3d73b79e,,,,,7007062,0,0
7006031,428_土曜(共通),6a4e2ea8-eb5e-4e4d-ac1a-5855b6221127,,,,,7006031,0,0
8009044,431_日祝(共通),a4a083ff-577e-4133-9c0a-59ec335c5db5,,,,,8009044,0,0
7020171,428_平日(共通),910c679f-2b24-43f0-bf57-5b3eff8298aa,,,,,7020171,0,0
7014013,428_平日(共通),dc5163d1-bae5-4dce-827c-5bbab83b7254,,,,,7014013,0,0
7006032,428_土曜(共通),f5c5709b-b9b7-4a55-a268-5cb1ba42e3a5,,,,,7006032,0,0
7006032,428_日祝(共通),208c80d8-9ac2-460a-82ca-5fce11f1c563,,,,,7006032,0,0
8025113,431_日祝(共通),2b2f408a-80b8-4f98-906d-651341629e7e,,,,,8025113,0,0
7006031,428_日祝(共通),b6f9e570-4ac4-410d-9670-67fa546f0661,,,,,7006031,0,0
7016011,428_平日(共通),e1616a21-9ad1-4cf7-b68d-68ca3e273e25,,,,,7016011,0,0
8025033,431_平日(共通),98d61a5f-5f6b-49a0-bbe6-6bbcf8875ae1,,,,,8025033,0,0
7002041,428_平日(共通),c06a0b4d-8064-4d65-ad6a-6cd6dcb945d7,,,,,7002041,0,0
7043032,428_平日(共通),ec2a6ebf-7c2a-44e7-80e8-6e8aaa8f0972,,,,,7043032,0,0
7020111,428_土曜(共通),4b37ffca-5350-462a-a656-6f523e679a86,,,,,7020111,0,0
7007012,428_平日(共通),2b85b912-f34b-407b-8167-6fa87c5aceef,,,,,7007012,0,0
7007022,428_土曜(共通),600d13b0-d3fc-4c40-806b-720ea60b1b94,,,,,7007022,0,0
7017031,428_平日(共通),5dabaad4-b479-4214-bb33-72983a02ceb8,,,,,7017031,0,0
7007011,428_平日(共通),cabeebdb-cbae-4725-82a5-73434a3fe294,,,,,7007011,0,0
7006032,428_日祝(共通),5dc884ee-1487-47f9-88c1-76a143e2bdcd,,,,,7006032,0,0
7002021,428_平日(共通),f962a288-b17a-4db5-b088-7765e7966352,,,,,7002021,0,0
8025052,431_土曜(共通),3f9abe54-fe30-4c2a-b742-7931c9b9ede9,,,,,8025052,0,0
7013012,428_平日(共通),46fe403f-e471-47b5-a808-79cca46a3845,,,,,7013012,0,0
7017032,428_平日(共通),607b75ac-eda0-45ef-a0a4-7a4b82dcb634,,,,,7017032,0,0
8025114,431_平日(共通),c805b257-e85e-4691-ba4e-7ac22a90455a,,,,,8025114,0,0
7007011,428_平日(共通),c8988af8-9ccd-4ed1-a835-7b1d752614b3,,,,,7007011,0,0
7007041,428_日祝(共通),4cf49cdf-c655-4bbe-ae65-7cf332c541bb,,,,,7007041,0,0
8025114,431_土曜(共通),85e90313-4dc1-49e8-908a-7d099deb256c,,,,,8025114,0,0
8014011,431_平日(共通),ee0bc24c-eb21-4751-886f-7e397637721f,,,,,8014011,0,0
7017032,428_平日(共通),66745bdb-7227-4c33-870f-7ea517fa502a,,,,,7017032,0,0
8009073,431_平日(共通),027e2812-fd78-4050-b076-7ede571f34f9,,,,,8009073,0,0
7006031,428_日祝(共通),b190abec-6ae3-44ec-b0b4-80d7198fa99a,,,,,7006031,0,0
8009044,431_平日(共通),84651a14-64ea-4fd4-9ade-813dc82fcbef,,,,,8009044,0,0
7007012,428_日祝(共通),f4930aed-2f31-4e63-8434-81ca92dd2043,,,,,7007012,0,0
7002051,428_平日(共通),1bb4a827-12aa-4f1a-bb25-8297a3e9035b,,,,,7002051,0,0
7018011,428_平日(共通),36b44646-34b3-4c7c-ab3f-83156be15341,,,,,7018011,0,0
7007011,428_土曜(共通),5e6e6de9-b251-4597-a052-83a82836554d,,,,,7007011,0,0
7020213,428_平日(共通),58e4dd88-d9ab-40fd-af35-8502a45ecba8,,,,,7020213,0,0
8025041,431_日祝(共通),4ab02b4f-7bcb-46b3-b539-8507845f6e38,,,,,8025041,0,0
7020152,428_平日(共通),3d18a79c-16bf-42b0-b126-867ad95ce851,,,,,7020152,0,0
7007012,428_土曜(共通),b77b74e8-a2c7-4acf-9b49-88591c44deb7,,,,,7007012,0,0
7007041,428_平日(共通),2d673c0c-a64b-4eb4-bd6a-888bf606f6ac,,,,,7007041,0,0
8025052,431_土曜(共通),5a477a07-17c9-4632-a689-88e375d785d7,,,,,8025052,0,0
8009074,431_日祝(共通),7159d067-588b-4441-9c17-8a0760411de6,,,,,8009074,0,0
7020132,428_平日(共通),73199889-9a34-4027-be4a-8a27d20f8da5,,,,,7020132,0,0
8014012,431_平日(共通),254685c9-a89f-4e5d-9a95-8b57058367da,,,,,8014012,0,0
7043024,428_平日(共通),fe41f615-e992-4ea2-8608-8d8108ea743d,,,,,7043024,0,0
