id,name_ja,category,lat,lon
T036,鶴見地獄,観光地,33.305657121385835,131.47327462404152
T037,恋人の聖地 別府湾SA,観光地,33.369906435311904,131.4677814598715
T038,十文字高原,観光地,33.360730863895746,131.45542184048892
T039,大分香りの博物館,観光地,33.34008229078433,131.4842609523816
T040,巨大ブーゲンビリア,観光地,33.27351469744365,131.61197701933472
T041,みはらし坂,観光地,33.34696569264484,131.47602120612652
T041,北浜公園,観光地,33.30623047699045,131.5038082536425
T043,遊歩公園,観光地,33.265477241703906,131.61747018350476
T044,由布川峡谷,観光地,33.26203239136477,131.45954171361646
T045,府内城 廊下橋,観光地,33.26777373311528,131.60923043724972
T046,十文字原展望台,観光地,33.35958384943467,131.45954171361646
T047,男池湧水群,観光地,33.145665655581254,131.29128092823765
T048,狭霧台,観光地,33.28238906960356,131.38054484600062
T049,海へと続く線路,観光地,33.27579956978965,131.88697154615267
T050,昭和の町,観光地,33.58535416697105,131.44958273866268
T051,いでゆ坂,観光地,33.34133050923658,131.47842185055532
T052,むし湯広場,観光地,33.34362500409245,131.47979514159783
T053,寒原水源地,観光地,33.30575810962375,131.45782248491773
T054,東椎屋の滝,観光地,33.39638169550077,131.38366476862234
T055,海地獄 展望台,観光地,33.347066633019196,131.4743019774278
T056,震動の滝,観光地,33.200287358549005,131.2297618834502
T057,由布シルキーロード,観光地,33.291596692675824,131.37102887449268
T058,小松地獄,観光地,33.1361069352502,131.18092386406764
T059,羽門の滝,観光地,33.446540719220756,131.50792043719517
T060,シティ屋上ひろば,観光地,33.260710583253854,131.60267751912815
T061,稲積水中鍾乳洞,観光地,32.93446916050374,131.53862603719517
T062,湯の坪街道,観光地,33.298382960406144,131.35494967302512
T063,湯の花採取小屋,観光地,33.34543121044235,131.44696017287308
T064,長者原,観光地,33.138494543496414,131.22406524615266
T065,春日神社,観光地,33.27122765228554,131.6037554744927
T065,蛍観橋,観光地,33.30150994873377,131.3715009655352
T066,長者原道標,観光地,33.161566131973686,131.2160373998976
T067,鉄輪地獄地帯公園,観光地,33.34391342222682,131.46559791032269
T068,蛇越展望台,観光地,33.263699361747626,131.29709952823765
T069,仙の岩 (大巌寺),観光地,33.43920999383686,131.34241813264038
T070,乙原の滝,観光地,33.296968566332886,131.46769814615266
T071,別府タワー,観光地,33.30585535747843,131.50752131025746
T072,佐野植物公園,観光地,33.200698962034366,131.72673200258066
T073,大分いこいの道,観光地,33.235565658102836,131.6029723342988
T074,競秀峰,観光地,33.55732439577854,131.17732718481537
T075,湯布院フローラルヴィレッジ,観光地,33.324993020299786,131.3637248880545
T076,別府駅前手湯,観光地,33.3410562274839,131.49006766396514
T077,廉太郎トンネル,観光地,33.04225695701928,131.36921805222454
T078,鈴ヶ滝,観光地,33.22165886205926,131.5010539923052
T079,稲積水中鍾乳洞,観光地,32.95702795982943,131.53675955941037
T080,宇佐神宮,観光地,33.59268477277087,131.3883938118399
T081,竹瓦小路（近代化産業遺産）,観光地,33.34558627318264,131.4934939847493
T082,御池,観光地,33.19057973102438,131.23235567448964
T083,平和市民公園,観光地,33.35132606598716,131.6608224797518
T084,高瀬石仏,観光地,33.27328623409647,131.56743868886136
T085,宇佐のマチュピチュ展望所,観光地,33.488872857972844,131.23784883865966
T086,久住老野湧水,観光地,33.12133.26617870583243,131.3578463051613
T087,古羅漢,観光地,33.50396593504601,131.18322519451334
T088,猿飛千壺峡,観光地,33.462707064921354,131.00823254762022
T089,大分県看護教育発祥の地,観光地,33.25197523823303,131.6024230962039
T090,別府スパビーチ,観光地,33.30211088785401,131.50411096859762
T091,油屋熊八の像,観光地,33.310111531230255,131.50136344159785
T092,Yunotsubo Kaido,観光地,33.298752167660794,131.35595545511012
T093,白水鉱泉·白水湿生花園,観光地,33.15828784949424,131.31772699240767
T094,トトロのバス停,観光地,32.871644894589124,131.59962682823766
T095,高崎山自然動物園おさる館,観光地,33.2916605115815,131.52961417844142
T096,「流川文学」発祥の地,観光地,33.312696643056235,131.5053510073875
T097,中津城（奥平家歴史資料館）,観光地,33.64098470998977,131.19191987449264
T098,用作公園,観光地,33.02394874953649,131.42673752823762
T099,トリック３Ｄアート湯布院,観光地,33.29182217675556,131.36081955819728
T100,熊野磨崖仏,観光地,33.50799583489958,131.52990078345016
T101,由布川峡谷,観光地,33.2651377986612,131.4390607909401
T102,久住老野湧水,観光地,33.051408645078574,131.30978563719518
T103,志保屋の坂(塩屋の坂),観光地,33.447031356095614,131.61950211032268
T104,耶馬溪,観光地,33.53099897969461,131.16496755511017
T105,黄牛の滝,観光地,33.01141349791173,131.30206971928018
T106,大船山,観光地,33.09706244674347,131.2805787740536
T107,久住高原展望台,観光地,33.0972492270446,131.20690786601847
T108,久住ワイナリー,観光地,33.07653837099217,131.24398672328846
T109,くじゅう一番水,観光地,33.099550131328925,131.28518545393942
T110,御池,観光地,33.113354296503964,131.25497305146203
T111,天狗ヶ城,観光地,33.114504545709494,131.24536001431014
T112,くじゅう・わいた展望公園,観光地,33.09365476984328,131.07403191214863
T113,河宇田湧水(竹田湧水群),観光地,32.97495915098236,131.39712333010536
T114,河宇田湧水(水源地),観光地,32.97035076870948,131.39025687499685
T115,白水の滝,観光地,32.910577095377334,131.26229271091003
T116,泉水湧水(竹田湧水群),観光地,32.96329012560305,131.39509940317038
T117,,観光地,
