id,name_ja,category,lat,lon
S069,102.大分駅南口駐輪場,シェアサイクル,33.23201785585462, 131.60707696939053
S070,103.ローソン 別府観光港店,シェアサイクル,33.306084398863746, 131.50220537756192
S071,104.ゆめタウン別府,シェアサイクル,33.276780035816614, 131.50735813931328
S072,105.まち歩きステーションARUCO DE BEPPU ,シェアサイクル,33.279427121986856, 131.50437359698591
S073,106.虹ヶ丘西児童公園,シェアサイクル,33.22900006538237, 131.5793041289169
S074,107.西大分駅,シェアサイクル,33.2458699757629, 131.58285464248866
S075,108.高崎山おさる館前,シェアサイクル,33.2590749432388, 131.53424261357185
S076,109.コンパルホール,シェアサイクル,33.235252327929004, 131.61126875708482
S077,110.久光大分前,シェアサイクル,33.23100188585537, 131.63509666814812
S078,111.要町バスターミナル西B,シェアサイクル,33.23249963851549, 131.60757037124432
S079,112.大分銀行 春日出張所,シェアサイクル,33.23552559087387, 131.59437569822765
S080,113.たのうらら,シェアサイクル,33.25606063939824, 131.5560222834942
S081,114.大分銀行 事務センター,シェアサイクル,33.241655991602244, 131.6155641847356
S082,115.南春日,シェアサイクル,33.23856026516195, 131.59586435428736
S083,116.ひばり公園交差点,シェアサイクル,33.23961323691864, 131.59369962792883
S084,117.河野電気,シェアサイクル,33.235580995395296, 131.59667974381983
S085,118.王子山の手公園,シェアサイクル,33.23416992771746, 131.58780266814819
S086,119.九州電力送配電 別府配電事業所,シェアサイクル,33.29646776010864, 131.501864867145
S087,120.つばさ児童公園,シェアサイクル,33.241479693169644, 131.58966558549147
S088,121.六坊グリーンウォーク広場,シェアサイクル,33.22702927527434, 131.61540071897403
S089,122.線路敷ウエストウォーク広場,シェアサイクル,33.237108031662686, 131.5975242104719
S090,123.田室公園前,シェアサイクル,33.2369104744139, 131.59850100463504
S091,124.ローソン 大分王子町店,シェアサイクル,33.244361151698705, 131.59021741047601
S092,125.ローソン 大分顕徳町店,シェアサイクル,33.23188508115548, 131.61219985094925
S093,126.九州電力 大分支店,シェアサイクル,33.2347559483413, 131.6093263816394
S094,127.ローソン 大分新町店,シェアサイクル,33.23596600233941, 131.600947139312
S095,128.ローソン 大分駄原店,シェアサイクル,33.231818281313224, 131.59134293931197
S096,129.ローソン 大分室町店,シェアサイクル,33.23408817595449, 131.59704682582077
S097,130.ローソン 大分千代町四丁目店,シェアサイクル,33.24287565520664, 131.60235565465726
S098,131.ローソン 大分中島中央二丁目店,シェアサイクル,33.2444035137795, 131.61511967185638
S099,132.ローソン 大分舞鶴町一丁目店,シェアサイクル,33.23969462820388, 131.61679278349365
S100,133.ホーバーターミナルおおいた,シェアサイクル,33.249150047139345, 131.59409880671805
S101,134.岩田町4丁目,シェアサイクル,33.2346185048292, 131.63000099638646
S102,135.アルバクレスタ城崎,シェアサイクル,33.6143416996741, 130.43501516756615
S103,44.別府ラクテンチ,シェアサイクル,33.27474229094996, 131.4817223675519
S104,54.大分香りの博物館,シェアサイクル,33.312303059121916, 131.48875216815077
S105,【1日パス販売】おおいたサイクルシェア運営事務局,シェアサイクル,33.23929477871337, 131.60703556799018
S106,【1日パス販売】ビジネスホテルSG大分,シェアサイクル,33.24735253516095, 131.5827112711637
S107,【1日パス販売】ホテルエール,シェアサイクル,33.27960152166421, 131.50688405465857
S108,【1日パス販売】H COFFEE & WORS,シェアサイクル,33.24008963169359, 131.60771638163132
S109,【1日パス販売】まち歩きステーションARUCO DE BEPPU,シェアサイクル,33.27944383818829, 131.50438931233128
S110,【1日パス販売】海地獄,シェアサイクル,33.316972852496235, 131.4686954816424
S111,【1日パス販売】かまど地獄,シェアサイクル,33.31662994308736, 131.47237986815102
S112,【1日パス販売】さんふらわあ別府港,シェアサイクル,33.306132260773516, 131.5096618545553
S113,【1日パス販売】トキハ別府店,シェアサイクル,33.280548104726606, 131.50538742582228
S114,【1日パス販売】ホテル サンバリーアネックス, シェアサイクル,33.30515577475057, 131.49896113931453
S115,【1日パス販売】龍巻地獄,シェアサイクル,33.32736488436857, 131.47936841047897
S116,【1日パス販売】さんふらわあ大分港,シェアサイクル,33.245924620823544, 131.58873979698492
S117,日田駅前,シェアサイクル,33.318016867513826, 130.93830312961546
S118,日田温泉街,シェアサイクル,33.313731758483804, 130.93166202584592
S119,豆田町,シェアサイクル,33.32721917154264, 130.93691049698782
S120,天ケ瀬駅前,シェアサイクル,33.25527195407335, 131.02452095094995
S121,奥日田観光案内所,シェアサイクル,33.2571849497508, 130.96619897978624
S122,夜明駅前,シェアサイクル,33.320567901851895, 130.86568589698757
